id,text,Sentiment,device,date
1.33E+18,I strongly stand with Kelly &amp; David. They are both great and MUST WIN! https://t.co/eqr95Lc2aC,0.744444444,Twitter for iPhone,2020-11-16
1.32E+18,Landed in Wisconsin. BIG CROWD. On my way!,0,Twitter for iPhone,2020-10-25
1.33E+18,"As I have long said, @Pfizer and the others would only announce a Vaccine after the Election, because they didn’t have the courage to do it before. Likewise, the @US_FDA should have announced it earlier, not for political purposes, but for saving lives!",-0.0125,Twitter for iPhone,2020-11-10
1.33E+18,"...ABC/WaPo had me down 17 points in Wisconsin, the day before the election, and I WON! In Iowa, the polls had us 4 points down, and I won by 8.2%! Fox News and Quinnipiac were wrong on everything...",-0.296296296,Twitter for iPhone,2020-11-10
1.33E+18,".@FoxNews, @QuinnipiacPoll, ABC/WaPo, NBC/WSJ were so inaccurate with their polls on me, that it really is tampering with an Election. They were so far off in their polling, and in their attempt to suppress - that they should be called out for Election Interference...",0.15,Twitter for iPhone,2020-11-10
1.35E+18,"Pleased to announce that @KLoeffler &amp; @sendavidperdue have just joined our great #StopTheSteal group of Senators. They will fight the ridiculous Electoral College Certification of Biden. How do you certify numbers that have now proven to be wrong and, in many cases, fraudulent!",0.218333333,Twitter for iPhone,2021-01-05
1.33E+18,"If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the @US_FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!",0.416666667,Twitter for iPhone,2020-11-10
1.33E+18,"The @US_FDA and the Democrats didn’t want to have me get a Vaccine WIN, prior to the election, so instead it came out five days later – As I’ve said all along!",0.266666667,Twitter for iPhone,2020-11-10
1.33E+18,Who will be running for Governor of the Great State of Ohio? Will be hotly contested!,0.55625,Twitter for iPhone,2020-11-16
1.33E+18,"Another Vaccine just announced. This time by Moderna, 95% effective. For those great “historians”, please remember that these great discoveries, which will end the China Plague, all took place on my watch!",0.8,Twitter for iPhone,2020-11-16
1.33E+18,The Fake recount going on in Georgia means nothing because they are not allowing signatures to be looked at and verified. Break the unconstitutional Consent Decree!,-0.625,Twitter for iPhone,2020-11-16
1.35E+18,"Georgia, get out and VOTE for two great Senators, @KLoeffler and @sendavidperdue. So important to do so!",0.65,Twitter for iPhone,2021-01-05
1.35E+18,See you in D.C. https://t.co/ti4bChnPKz,0,Twitter for iPhone,2021-01-05
1.33E+18,"FLOYD COUNTY, GEORGIA! 
https://t.co/mIZ5rmdkvw",0,Twitter for iPhone,2020-11-18
1.32E+18,...And a great show by @JesseBWatters tonight. Watched it on way from Ohio to Wisconsin! https://t.co/6OIpWIBpop,1,Twitter for iPhone,2020-10-25
1.35E+18,The Vice President has the power to reject fraudulently chosen electors.,0,Twitter for iPhone,2021-01-05
1.33E+18,"This was a rigged election. No Republican Poll Watchers allowed, voting machine “glitches” all over the place (meaning they got caught cheating!), voting after election ended, and so much more! https://t.co/YDh7A7wxLW",0.625,Twitter for iPhone,2020-11-18
1.32E+18,Law Enforcement is watching and involved. So dishonest! https://t.co/DNtRroA92X,-0.375,Twitter for iPhone,2020-10-25
1.32E+18,"THANK YOU WISCONSIN!
https://t.co/nOcUhuuNoF",0,Twitter for iPhone,2020-10-25
1.33E+18,Nolte: Bret Baier Deletes Tweet that Exposed Backlash Against Fox News https://t.co/k98LQLPwsK via @BreitbartNews,0,Twitter for iPhone,2020-11-10
1.35E+18,"Reports are coming out of the 12th Congressional District of Georgia that Dominion Machines are not working in certain Republican Strongholds for over an hour. Ballots are being left in lock boxes, hopefully they count them. Thank you Congressman @RickAllen!",0.107142857,Twitter for iPhone,2021-01-05
1.32E+18,"This is the most important election in the history of our Country. With your vote, we will continue to bring back your jobs, lower drug prices, support our police, protect the #2A, defend our borders, and ensure more products are proudly stamped with the phrase MADE IN THE USA! https://t.co/M0Ba8QR7Nl",0.48,Twitter for iPhone,2020-10-25
1.33E+18,We withdrew because we won! https://t.co/aMoNQXEj4z,0,Twitter for iPhone,2020-11-19
1.35E+18,GEORGIA! Get out today and VOTE for @KLoeffler and @Perduesenate! https://t.co/YKiSx7d7lp,0,Twitter for iPhone,2021-01-05
1.33E+18,Nothing! https://t.co/OurKkatwbE,0,Twitter for iPhone,2020-11-10
1.32E+18,"As long as I am President, I will always stand with the HEROES of Law Enforcement! Joe Biden won’t. https://t.co/DfutxOeRaN",-0.0625,Twitter for iPhone,2020-10-25
1.35E+18,"Washington is being inundated with people who don’t want to see an election victory stolen by emboldened Radical Left Democrats. Our Country has had enough, they won’t take it anymore! We hear you (and love you) from the Oval Office. MAKE AMERICA GREAT AGAIN!",0.375,Twitter for iPhone,2021-01-05
1.33E+18,Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election https://t.co/d8YFhFzA5w via @BreitbartNews Rigged Election!,0.25,Twitter for iPhone,2020-11-19
1.32E+18,"WISCONSIN! #VOTE #MAGA 
https://t.co/wk0tCalKZ6",0,Twitter for iPhone,2020-10-25
1.33E+18,"“President Trump told us for some time we would be getting a Vaccine by the end of the year and people laughed at him, and here we are with Pfizer getting FDA approval by the end of this month. He was right.” @MariaBartiromo",0.492857143,Twitter for iPhone,2020-11-10
1.35E+18,"I hope the Democrats, and even more importantly, the weak and ineffective RINO section of the Republican Party, are looking at the thousands of people pouring into D.C. They won’t stand for a landslide election victory to be stolen. @senatemajldr @JohnCornyn @SenJohnThune",0.175,Twitter for iPhone,2021-01-05
1.33E+18,"Lawyers now on @newsmax, @OANN &amp; maybe @FoxNews. An open and shut case of voter fraud. Massive numbers!",0,Twitter for iPhone,2020-11-19
1.33E+18,"THE COVID DRUGS NOW AVAILABLE TO MAKE PEOPLE BETTER ARE AMAZING, BUT SELDOM TALKED ABOUT BY THE MEDIA! Mortality rate is 85% down!",0.363888889,Twitter for iPhone,2020-11-19
1.33E+18,"Voter Fraud in Detroit is rampant, and has been for many years!",0.625,Twitter for iPhone,2020-11-19
1.33E+18,"“Only because of President Trump, we are going to have a Vaccine by the end of the year.”  Ronny Jackson, Texas Congressman-Elect",0,Twitter for iPhone,2020-11-10
1.35E+18,"Antifa is a Terrorist Organization, stay out of Washington. Law enforcement is watching you very closely! @DeptofDefense @TheJusticeDept @DHSgov @DHS_Wolf @SecBernhardt @SecretService @FBI",0.25,Twitter for iPhone,2021-01-05
1.33E+18,WE ARE MAKING BIG PROGRESS. RESULTS START TO COME IN NEXT WEEK. MAKE AMERICA GREAT AGAIN!,0.333333333,Twitter for iPhone,2020-11-10
1.33E+18,"“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.” @OANN",-0.1,Twitter for iPhone,2020-11-19
1.33E+18,"Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough! @BrianKempGA",0.071203704,Twitter for iPhone,2020-11-19
1.33E+18,"Just saw the vote tabulations. There is NO WAY Biden got 80,000,000 votes!!! This was a 100% RIGGED ELECTION.",0,Twitter for iPhone,2020-11-26
1.35E+18,I will be speaking at the SAVE AMERICA RALLY tomorrow on the Ellipse at 11AM Eastern. Arrive early — doors open at 7AM Eastern. BIG CROWDS! https://t.co/k4blXESc0c,0.033333333,Twitter for iPhone,2021-01-05
1.33E+18,WE WILL WIN!,1,Twitter for iPhone,2020-11-10
1.33E+18,HAPPY THANKSGIVING! https://t.co/56e8Qy7O22,1,Twitter for iPhone,2020-11-26
1.33E+18,"WATCH FOR MASSIVE BALLOT COUNTING ABUSE AND, JUST LIKE THE EARLY VACCINE, REMEMBER I TOLD YOU SO!",0.0625,Twitter for iPhone,2020-11-10
1.33E+18,No thanks! https://t.co/IYQSotnMG9,-0.125,Twitter for iPhone,2020-11-26
1.33E+18,BALLOT COUNTING ABUSE!,0,Twitter for iPhone,2020-11-10
1.33E+18,Great book! https://t.co/Aq4Qus3u4r,1,Twitter for iPhone,2020-11-20
1.35E+18,BIG NEWS IN PENNSYLVANIA! https://t.co/7JqTWYUgOr,0,Twitter for iPhone,2021-01-06
1.33E+18,A Rigged Election! https://t.co/dAviFrkEP4,0,Twitter for iPhone,2020-11-20
1.33E+18,"A total FRAUD. Statehouse Republicans, proud, strong and honest, will never let this travesty stand! https://t.co/N28yIoRsm5",0.495833333,Twitter for iPhone,2020-11-26
1.35E+18,Looks like they are setting up a big “voter dump” against the Republican candidates. Waiting to see how many votes they need?,0.25,Twitter for iPhone,2021-01-06
1.33E+18,Highly Respected Ken Starr: “Pennsylvania’s three-day extension of the mail-in ballot deadline is a Constitutional Travesty.” Legal scholars agree!,0.205,Twitter for iPhone,2020-11-10
1.33E+18,Will use these charts in court case. The Election was a HOAX. Thank you Justin! https://t.co/9Ue7ysDIVb,0,Twitter for iPhone,2020-11-20
1.33E+18,"Will go down much further. Weekend daytime even worse, dead. They still don’t get it. Fantastic alternatives! The late/great Roger Ailes is seriously missed, but I still won LEGAL VOTES by a lot!!! https://t.co/rm0ygRnW3S",-0.028323413,Twitter for iPhone,2020-11-26
1.33E+18,"Republicans, don’t let Andrew McCabe continue to get away with totally criminal activity. What he did should never be allowed to happen to our Country again. FIGHT FOR JUSTICE!",-0.5,Twitter for iPhone,2020-11-10
1.35E+18,Just happened to have found another 4000 ballots from Fulton County. Here we go!,0,Twitter for iPhone,2021-01-06
1.33E+18,@justin_hart There will be no lockdowns other than those done by certain Democrat governors!,0.071428571,Twitter for iPhone,2020-11-20
1.33E+18,So much TRUTH! https://t.co/zdVj5Dnwnb,0.25,Twitter for iPhone,2020-11-26
1.33E+18,Happy 245th Birthday to the @USMC! #HappyBirthdayMarines https://t.co/ruAkzKhhrJ https://t.co/0DjMwME0km,1,Twitter for iPhone,2020-11-10
1.33E+18,Pennsylvania Party Leadership votes are this week. I hope they pick very tough and smart fighters. We will WIN!!,0.236243386,Twitter for iPhone,2020-11-10
1.33E+18,"RINO Mitt Romney should read this. I’m sure, however, that he feels he got slaughtering by Obama “fair and square”. https://t.co/GGZKfSAp8z",0.6,Twitter for iPhone,2020-11-20
1.33E+18,A brilliant woman of courage! https://t.co/2hFos1Uwen,1,Twitter for iPhone,2020-11-26
1.33E+18,"Nate Simington, a very smart and qualified individual, is having his Senate hearing today. Republicans will hopefully confirm him to the FCC ASAP! We need action NOW on this very important nomination!! @SenatorWicker @MarshaBlackburn @senatemajldr",0.297767857,Twitter for iPhone,2020-11-10
1.35E+18,Get smart Republicans. FIGHT! https://t.co/3fs1oPVnAx,0.267857143,Twitter for iPhone,2021-01-06
1.33E+18,The great @FoxNews daytime ratings CRASH will only get worse! https://t.co/GdOWwV7EOY,0.1,Twitter for iPhone,2020-11-20
1.33E+18,Ballot Corruption will be exposed tonight at 9:00pmE on @SeanHannity on @FoxNews!,0,Twitter for iPhone,2020-11-10
1.33E+18,"A must read. Impossible for Biden to have overcome these, and even greater, odds! https://t.co/cmYFY0va6p",-0.020833333,Twitter for iPhone,2020-11-27
1.32E+18,So true! https://t.co/obRV4tvaNo,0.4375,Twitter for iPhone,2020-10-25
1.35E+18,"If Vice President @Mike_Pence comes through for us, we will win the Presidency. Many States want to decertify the mistake they made in certifying incorrect &amp; even fraudulent numbers in a process  NOT approved by their State Legislatures (which it must be). Mike can send it back!",0.433333333,Twitter for iPhone,2021-01-06
1.33E+18,"Thank you Elizabeth, LOVE! https://t.co/iopJ0AJ1KV",0.625,Twitter for iPhone,2020-11-20
1.33E+18,"I gave a long news conference today after wishing the military a Happy Thanksgiving, &amp; realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!",0.121428571,Twitter for iPhone,2020-11-27
1.35E+18,Sleepy Eyes Chuck Todd is so happy with the fake voter tabulation process that he can’t even get the words out straight. Sad to watch!,-0.03125,Twitter for iPhone,2021-01-06
1.33E+18,"Twitter is sending out totally false “Trends” that have absolutely nothing to do with what is really trending in the world. They make it up, and only negative “stuff”. Same thing will happen to Twitter as is happening to @FoxNews daytime. Also, big Conservative discrimination!",-0.042857143,Twitter for iPhone,2020-11-27
1.32E+18,"Thank you Pensacola, Florida! Together, we are going to Make America Great Again! https://t.co/9V1MRACmMP",1,Twitter for iPhone,2020-10-24
1.35E+18,"States want to correct their votes, which they now know were based on irregularities and fraud, plus corrupt process never received legislative approval.  All Mike Pence has to do is send them back to the States, AND WE WIN. Do it Mike, this is a time for extreme courage!",0.0359375,Twitter for iPhone,2021-01-06
1.33E+18,We have great support on the Election Hoax! https://t.co/ChpkuZvc4s,1,Twitter for iPhone,2020-11-20
1.33E+18,"For purposes of National Security, Section 230 must be immediately terminated!!!",0,Twitter for iPhone,2020-11-27
1.35E+18,"THE REPUBLICAN PARTY AND, MORE IMPORTANTLY, OUR COUNTRY, NEEDS THE PRESIDENCY MORE THAN EVER BEFORE - THE POWER OF THE VETO. STAY STRONG!",0.485416667,Twitter for iPhone,2021-01-06
1.35E+18,"They just happened to find 50,000 ballots late last night. The USA is embarrassed by fools. Our Election Process is worse than that of third world countries!",-0.175,Twitter for iPhone,2021-01-06
1.33E+18,"“I don’t care what state you’re in, this computer voting system is wide open to fraud and intervention.” @LouDobbs  True, and wait until you see what’s coming!",0.1125,Twitter for iPhone,2020-11-11
1.33E+18,"Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!",0.115,Twitter for iPhone,2020-11-27
1.33E+18,"BIG NEWS: Pennsylvania Poll Watcher: USB Drives uploaded to machines, gave Biden thousands of votes. Says 47 USB Drives are now missing. EVERY UPLOAD GAVE BIDEN 50,000 VOTES. @OANN",-0.1,Twitter for iPhone,2020-11-27
1.33E+18,“President Trump nominates record number of Federal Judges.” @OANN,0,Twitter for iPhone,2020-11-27
1.35E+18,The States want to redo their votes. They found out they voted on a FRAUD. Legislatures never approved. Let them do it. BE STRONG!,0.541666667,Twitter for iPhone,2021-01-06
1.32E+18,Debate Poll Average: 89% Trump. 11% Sleepy Joe Biden!,-0.1875,Twitter for iPhone,2020-10-24
1.35E+18,Even Mexico uses Voter I.D.,0,Twitter for iPhone,2021-01-06
1.33E+18,"Andrew McCabe was exposed for who he is today in the U.S. Senate. He was totally destroyed - an ignorant fool. The great people of the FBI must make sure that he and his former boss, James Comey, pay the price for what they have done to the reputation of the FBI.",0.325,Twitter for iPhone,2020-11-11
1.33E+18,Giuliani: The Case for Election Fraud Being Made By Americans https://t.co/yNfaKqYzCO via @BreitbartNews,0,Twitter for iPhone,2020-11-20
1.33E+18,"REPORT: Biden’s Thanksgiving Day Address gets just 1000 views online, a record low. Observers say a candidate with “80,000,000” votes would get many more online viewers. Numbers don’t lie, or add up! @OANN",0.375,Twitter for iPhone,2020-11-27
1.35E+18,These scoundrels are only toying with the @sendavidperdue (a great guy) vote. Just didn’t want to announce quite yet. They’ve got as many ballots as are necessary. Rigged Election!,0.325,Twitter for iPhone,2021-01-06
1.33E+18,That’s why Mike was number one in his class at West Point! https://t.co/hldYAphqmM,0,Twitter for iPhone,2020-11-11
1.33E+18,Thanks Dan. Big win for us in Texas! https://t.co/MqNSOf6AWP,0.4,Twitter for iPhone,2020-11-11
1.33E+18,News Conference on Reduced Drug Prices at 2:30 P.M.,0,Twitter for iPhone,2020-11-20
1.33E+18,He should pay a big price for his subversion! https://t.co/1nFjPBpvfV,0,Twitter for iPhone,2020-11-11
1.33E+18,“Statistical sampling to prove widespread voter fraud...multiple accounts of fraud and voting irregularities may overturn election”...call for paper ballots.  @RandPaul  @OANN,0,Twitter for iPhone,2020-11-19
1.32E+18,"Our Economy is doing great, and is ready to set new records - best ever (Again!). Biden will destroy everything with his massive Tax Increases. Don’t let it happen!!!",0.322727273,Twitter for iPhone,2020-10-24
1.35E+18,Please support our Capitol Police and Law Enforcement. They are truly on the side of our Country. Stay peaceful!,0.3125,Twitter for iPhone,2021-01-06
1.33E+18,A brave patriot. More &amp; more people are stepping forward to expose this Rigged Election! https://t.co/DfOVDQu2Qp,0.641666667,Twitter for iPhone,2020-11-11
1.32E+18,"#VoteEarlyDay #MAGA🇺🇸
https://t.co/gsFSghkmdM",0,Twitter for iPhone,2020-10-24
1.32E+18,"The Fake News is talking about CASES, CASES, CASES. This includes many low risk people. Media is doing everything possible to create fear prior to November 3rd. The Cases are up because TESTING is way up, by far the most, and best, in the world. Mortality rate is DOWN 85% plus!",0.140555556,Twitter for iPhone,2020-10-24
1.33E+18,"...Why won’t they do it, and why are they so fast to certify a meaningless tally?",-0.15,Twitter for iPhone,2020-11-20
1.33E+18,"The Governor of Georgia, and Secretary of State, refuse to let us look at signatures which would expose hundreds of thousands of illegal ballots, and give the Republican Party and me, David Perdue, and perhaps Kelly Loeffler, a BIG VICTORY...",-0.25,Twitter for iPhone,2020-11-20
1.32E+18,"If I do not sound like a typical Washington politician, it’s because I’m NOT a politician. If I do not always play by the rules of the Washington Establishment, it’s because I was elected to fight for YOU, harder than anyone ever has before! https://t.co/gsFSgh2KPc https://t.co/kNuIW02Dfc",-0.163888889,Twitter for iPhone,2020-10-24
1.32E+18,"...I could not sit by and watch THEM take advantage of YOU anymore. They are coming after me because I am standing in their way, and standing guard for this Country we LOVE!",0.625,Twitter for iPhone,2020-10-24
1.32E+18,"...For years, I watched one betrayal after another, as politicians like Joe Biden sold out American Workers at every turn—shattering the lives of millions of American families while THEIR families raked in millions of dollars...",0,Twitter for iPhone,2020-10-24
1.32E+18,"Joe Biden is a corrupt politician and he’s COMPROMISED. China is desperate for Biden to win because if Biden Wins, CHINA WINS – and China will OWN AMERICA. This corruption is EXACTLY why I decided to run for President in the first place...",0.175,Twitter for iPhone,2020-10-24
1.32E+18,"THANK YOU to all of the Great American Patriots in The Villages, Florida! #MAGA https://t.co/CNEVwNroVE",0.4,Twitter for iPhone,2020-10-23
1.35E+18,"I am asking for everyone at the U.S. Capitol to remain peaceful. No violence! Remember, WE are the Party of Law &amp; Order – respect the Law and our great men and women in Blue. Thank you!",0.370833333,Twitter for iPhone,2021-01-06
1.32E+18,"On the 37th anniversary of the horrendous attack on our United States Marines, Sailors, and Soldiers in Beirut, we honor the 241 heroes who lost their lives that day. We will NEVER forget them. Semper Fi!",0,Twitter for iPhone,2020-10-23
1.33E+18,I Was In Philadelphia Watching Fraud Happen. Here’s How It Went Down https://t.co/fRMw3ilbYG They shut out our Poll Watchers and Observers. Those hundreds of thousands of votes should not be allowed. Corrupt politics.,-0.327777778,Twitter for iPhone,2020-11-11
1.32E+18,"Joe Biden’s response to the H1N1 Swine Flu, far less lethal than Covid 19, was one of the weakest and worst in the history of fighting epidemics and pandemics. It was pathetic, those involved have said. Joe didn’t have a clue!",-0.516666667,Twitter for iPhone,2020-10-23
1.33E+18,"The Georgia recount is a joke and is being done UNDER PROTEST. Even though thousands of fraudulent votes have been found, the real number is in matching signatures. Governor must open up the unconstitutional Consent Decree and call in the Legislature!",0.1,Twitter for iPhone,2020-11-18
1.33E+18,They didn’t even allow Republican Observers into the building to watch. A terrible insult to our Constitution! https://t.co/Q8RgaTs6ev,-1,Twitter for iPhone,2020-11-18
1.33E+18,"“The numbers have not improved, it is still 71% out of balance”, stated Wayne County, Michigan,  Canvassers. “There is widespread irregularities in poll numbers.” There are “more votes than people”. The two harassed patriot Canvassers refuse to sign the papers!",0.625,Twitter for iPhone,2020-11-18
1.32E+18,".@SeanParnellUSA is a bright star for Pennsylvania. Military, Vets, Low Taxes and your 2nd Amendment will be totally protected. His opponent is a weak and ineffective puppet for Pelosi and her new Radical Left friends. Vote for Sean Parnell!",0.045170455,Twitter for iPhone,2020-10-25
1.33E+18,Obama spied on our campaign - and got caught! https://t.co/HyQW0v2SD4,0,Twitter for iPhone,2020-11-11
1.32E+18,"So important to VOTE for Republicans in the House. Break away from Pelosi and her high Taxing new Radical Left friends. Protect your 2nd Amendment, Military, Vets, and sooo much more!",0.174480519,Twitter for iPhone,2020-10-25
1.33E+18,People will not accept this Rigged Election! https://t.co/XQAOIt5ZwU,0,Twitter for iPhone,2020-11-11
1.35E+18,"The 75,000,000 great American Patriots who voted for me, AMERICA FIRST, and MAKE AMERICA GREAT AGAIN, will have a GIANT VOICE long into the future. They will not be disrespected or treated unfairly in any way, shape or form!!!",0.102929688,Twitter for iPhone,2021-01-08
1.33E+18,"No, the 2020 Election was a total scam, we won by a lot (and will hopefully turn over the fraudulent result), but we must get out and help David and Kelly, two GREAT people. Otherwise we are playing right into the hands of some very sick people. I will be in Georgia on Saturday! https://t.co/1ziqFq9S6O",0.021428571,Twitter for iPhone,2020-11-27
1.32E+18,"Pennsylvania Ballot “mistakes” made, in my opinion, on purpose by the Democrat Governor, puts Republicans, in particular @SeanParnellUSA, at great risk. Corrupt politics in Pennsylvania must be investigated immediately. By the way, Philadelphia is out of control. @TheJusticeDept",0.155555556,Twitter for iPhone,2020-10-25
1.35E+18,"To all of those who have asked, I will not be going to the Inauguration on January 20th.",0,Twitter for iPhone,2021-01-08
1.33E+18,THIS SAYS IT ALL! https://t.co/zZSspsJPe9,0,Twitter for iPhone,2020-11-17
1.33E+18,I have reversed the ridiculous decision to cancel Wreaths Across America at Arlington National Cemetery. It will now go on!,-0.416666667,Twitter for iPhone,2020-11-17
1.33E+18,"The recent statement by Chris Krebs on the security of the 2020 Election was highly inaccurate, in that there were massive improprieties and fraud - including dead people voting, Poll Watchers not allowed into polling locations, “glitches” in the voting machines which changed...",-0.01,Twitter for iPhone,2020-11-18
1.33E+18,Yesterday’s news conference being broadcast in full now on @Newsmax. Enjoy!,0.425,Twitter for iPhone,2020-11-27
1.32E+18,"Have a GREAT “MAGA-GRAS” Rally today on our wonderful Long Island. Cut Taxes, Stop Crime, VOTE FOR TRUMP. Our City and State are a MESS. What do you have to lose? Thank you!!!",0.352050781,Twitter for iPhone,2020-10-25
1.32E+18,"Congratulations to @SenRonJohnson for his dogged pursuit, as Chairman of Homeland, of POLITICAL CORRUPTION!",0,Twitter for iPhone,2020-10-25
1.33E+18,Important News Conference today by lawyers on a very clear and viable path to victory. Pieces are very nicely falling into place. RNC at 12:00 P.M.,0.436666667,Twitter for iPhone,2020-11-19
1.33E+18,All newly rebuilt military! https://t.co/EFwUReJgcD,0.005681818,Twitter for iPhone,2020-11-27
